VendorCode	Name	Address1	Address2	City	State	Zipcode	Phone	Purchases_YTD
58002	"ON HOLD" DO NOT USE	45 WATERCRESS DR.		BIRDSBORO	PA	19508		0
58003	"ON HOLD" DO NOT USE	P.O. BOX 6255		BOSTON	MA	02212-6255	781-370-2700	0
58004	"ON HOLD" DO NOT USE	1016 SOUTH 15TH. STREET		LARAMIE	WY	82070		0
58055	 "ON HOLD" DO NOT USE   	PO BOX 569		MONTEREY PARK	CA	91754	626-289-0115	0
58058	"ON HOLD" DO NOT USE	ATTN.:MATT MIELE-CORP. DIRECTO	P.O. BOX 98880	LAS VEGAS	NV	89193		0
58059	"ON HOLD" DO NOT USE	P.O. BOX 890		LAS VEGAS	NV	89125	702-363-2626	0
58060	"ON HOLD" DO NOT USE							0
58062	"ON HOLD" DO NOT USE							0
58071	"ON HOLD" DO NOT USE	914 WHITEHAVEN TERRACE		GLENDALE	CA	91207		0
58072	"ON HOLD" DO NOT USE	103 POWHATAN PARKWAY		HAMPTON	VA	23661-3312	804-247-4600	0
58073	MADISON FREIGHT SYSTEMS,INC.	900 UNIEK DRIVE		WAUNAKEE	WI	53597	800-236-6660	0
58074	"ON HOLD" DO NOT USE	3010 WEST DIVISION		MELROSE PARK,	IL	60160	708-450-0163	0
58075	"ON HOLD" DO NOT USE	PO BOX 97001		CHICAGO	IL	60690	773-376-8100	0
58076	"ON HOLD" DO NOT USE	1000 WOODBURY RD.	P.O. BOX 550	WOODBURY	NY	11797-0550		0
58077	"ON HOLD" DO NOT USE							0
58078	"ON HOLD" DO NOT USE	3701 COMMERCIAL AVE.	ATTN.:ROBERT ARTHUR	NORTHBROOK	IL	60062-1830		0
58079	"ON HOLD" DO NOT USE							0
58080	MAREL	P.O. BOX 879825		KANSAS CITY	MO	64187-9825	888-888-9107	0
58081	 "ON HOLD" DO NOT USE 	1003 SOUTH 24TH ST		OMAHA	NE	68108-3021	402-346-6252	0
58082	"ON HOLD" DO NOT USE							0
58083	"ON HOLD" DO NOT USE							0
58084	"ON HOLD" DO NOT USE	200 W CORNWALL ROAD	APT. 113	CARY	NC	27511		0
58085	"ON HOLD" DO NOT USE	6909 9TH ST-SO. #483		ST. PETERSBURG	FL	33705		0
58086	"ON HOLD" DO NOT USE	20 TERMINAL WAY		PITTSBURGH	PA	15219		0
58087	 "ON HOLD" DO NOT USE   	PO BOX 25467		SHAWNEE MISSION	KS	66225-5467		0
58088	"ON HOLD" DO NOT USE	200 E. RANDOLPH DRIVE	SUITE 4838	CHICAGO	IL	60601		0
58089	"ON HOLD" DO NOT USE	6758 N. CALIFORNIA		CHICAGO	IL	60645	773-761-1202	0
58090	RAYMOND MARTIN							0
58091	 "ON HOLD" DO NOT USE 	701 W. HAMBURG ST.		BALTIMORE	MD	21230	410-539-7055	0
58092	"ON HOLD" DO NOT USE	161 ROLLING GREEN CIRCLE		GREENVILLE	SC	29615	864-281-9260	0
58093	"ON HOLD" DO NOT USE 	SPECIALTIES & EQUIPMENT	249 SHOWELLTON AVE.	ABSECON	NJ	08201	609-646-2257	0
58094	ON HOLD "DO NOT USE"							0
58095	MATERIAL HANDLING SUPPLY INC.	P.O. BOX 827043	   	PHILADELPHIA	PA	19182-7043	856-541-1290	0
58096	"ON HOLD" DO NOT USE	103 POWHATAN PARKWAY	  	HAMPTON	VA	23661-3312	    	0
58097	 "ON HOLD" DO NOT USE   	P.O. BOX 7247-7674	 	PHILADELPHIA	PA	19170-7674	303-410-5408	0
58098	"ON HOLD" DO NOT USE	DEPARTMENT 5560701	PO BOX  55000	DETROIT,	MI	48255-0607	800 945-6000	0
58099	ABLE FIRST AID							0
58100	A. MESSE & SONS INC.	2500 W. LAKE ST.		CHICAGO,	IL	60612	312 733-4848	0
58101	ON HOLD "DO NOT USE"							0
58102	 "ON HOLD" DO NOT USE   	 	4318 RIVER ROAD	SCHILLER PK	IL	60176-1626	312-663-5701	0
58103	"ON HOLD" DO NOT USE 			LAS VEGAS	NV	89102	702 384-1775	0
58104	"ON HOLD" DO NOT USE							0
58105	"ON HOLD" DO NOT USE 	14409 W. EDISON DRIVE	UNIT 13A	NEW LENOX	IL	60451	815-485-8504	0
58106	"ON HOLD" DO NOT USE	13 ULM PLACE		HINSDALE	IL	60521		0
58107	MARKETING HORIZONS DISPLAY COR	1785 EAST NEW YORK AVENUE		BROOKLYN	NY	11207	718-485-5051	0
58111	"ON HOLD" DO NOT USE	1300 JOHN C. LODGE		DETROIT	MI	48226	313-393-7777	0
58125	 "ON HOLD" DO NOT USE   	4553 SOUTH 88TH. STREET		OMAHA	NE	68127-1508	402-597-5777	0
58130	"ON HOLD" DO NOT USE	P.O. BOX 95003		CHICAGO,	IL	60694	312 372-2000	0
58131	"ON HOLD" DO NOT USE	PO BOX 650547		DALLAS	TX	75265-0547		0
58132	"ON HOLD" DO NOT USE	P.O. BOX 7126		PASADENA	CA	91109-7126	800-510-0351	0
58133	"ON HOLD" DO NOT USE	P.O. BOX 6158		WYOMISSING	PA	19610-0158	610-374-5125	0
58135	MCMASTER-CARR SUPPLY CO	P.O. BOX 7690		CHICAGO,	IL	60680	630 834-9600	4715.99
58136	"ON HOLD" DO NOT USE 	MCMASTER-C	P.O. BOX 7690	CHICAGO	IL	60680-7690	630-993-3090	0
58149	"ON HOLD" DO NOT USE	650 PICARDY CIRCLE		NORTHBROOK,	IL	60062	847 291-1806	0
58228	 "ON HOLD" DO NOT USE   	P.O. BOX 1738		MEMPHIS	TN	38101	901-521-9000	0
58229	"ON HOLD" DO NOT USE	DEPT. 0231		COLUMBUS	OH	43265-0231	800-875-5211	0
58230	"ON HOLD" DO NOT USE	549 W. RANDOLPH ST.		CHICAGO,	IL	60661	312 781-9303	0
58231	"ON HOLD" DO NOT USE	1642 N. BESLY COURT		CHICAGO,	IL	60622	773 252-6666	0
58234	"ON HOLD" DO NOT USE	META FOODS LLC.	5730 GLENRIDGE DRIVE	ATLANTA	GA	30328	404-843-2400	0
58235	"ON HOLD" DO NOT USE	MCCORMICK PLACE/NAVY PIER	75 REMITTANCE DR-SUITE 1335	CHICAGO	IL	60675-1335		0
58236	METROPOLITAN WATER RECLAMATION	DISTRICT OF GREATER CHICAGO	LOCKBOX 98429	CHICAGO	IL	60693		1261
58237	"ON HOLD" DO NOT USE	146 S.COUNTRY CLUB DR.		MESA	AZ	85210	480-833-0558	0
58238	"ON HOLD" DO NOT USE	1003 SOUTH 24TH. STREET		OMAHA	NE	68108-3021	402-346-6252	0
58239	MEYER STEEL DRUM, INC.	3201 SOUTH MILLARD STREET		CHICAGO	IL	60623	773-376-8376	0
58240	"ON HOLD" DO NOT USE	13850 Lincoln St.N.E.		Ham Lake	Mn	55304	612-755-8676	0
58250	MICHAEL HAZY	633 OXFORD RD.		VALPARAISO	IN	46385		0
58251	"ON HOLD" DO NOT USE	PBI-SETA BUYERS	302 99TH. ST. APT. 3C	BROOKLYN	NY	11209-8010		0
58253	MICHAEL TEICHMAN							0
58254	"ON HOLD" DO NOT USE	30400 TELEGRAPH RD	SUITE 475	BINGHAM FARMS	MI	48025		0
58255	 "ON HOLD" DO NOT USE   	10501 HAGGERTY ST.		DEARBORN	MI	48126		0
58256	"ON HOLD" DO NOT USE	P.O. BOX 18321		COLUMBUS	OH	43218	773-292-1700	0
58257	MICROSOFT	ONE MICROSOFT WAY		REDMOND	WA	98052	888-218-5617	0
58258	"ON HOLD" DO NOT USE	211 COLLEGE ROAD EAST	FIRST FLOOR	PRINCETON	NJ	08540	800-922-8646	0
58260	 "ON HOLD" DO NOT USE   	4699 AUVERGNE - SUITE #10		LISLE,	IL	60532	630 963-6880	0
58261	"ON HOLD" DO NOT USE	P.O. BOX 4473		ROCK ISLAND	IL	61204-4473	309-788-2861	0
58262	"ON HOLD" DO NOT USE	MIDWAY MATERIAL HANDLING	SALES & SERVICE INC.	CHICAGO	IL	60638	773-735-8500	0
58263	MID AMERICAN GROUP	4700 WESTOWN PKWY.	SUITE 303	DES MOINES	IA	50266-6718		0
58279	"ON HOLD" DO NOT USE	MHS LIFT INC.	OLD SALEM ROAD	BROOKLAWN	NJ	08030	856-541-1290	0
58280	"ON HOLD" DO NOT USE							0
58281	"ON HOLD" DO NOT USE	4334 W. CENTRAL AVE. #222		TOLEDO	OH	43615		0
58315	MILE-HI EXPRESS,INC	1335 40TH ST		DENVER,	CO	80205	303 296-8465	0
58318	"ON HOLD" DO NOT USE							0
58319	"ON HOLD" DO NOT USE	2400 VALPARISO		LAS VEGAS	NV	89108		0
58320	"ON HOLD" DO NOT USE	PO BOX 619		LUMBERTON,	NJ	08048-0619	609 265-2990	0
58321	MINOLTA BUSINESS SOLUTIONS	ONE INTERNATIONAL BLVD.	10TH. FLOOR	MAHWAH	NJ	07430-0631	800-553-3067	0
58322	"ON HOLD" DO NOT USE	ATTN.:BASSERA AWAN	163 E. WALTON PLACE	CHICAGO	IL	60611		0
58323	 "ON HOLD" DO NOT USE   	135 SOUTH LASALLE STREET	DEPART. 2569	CHICAGO	IL	60674-2569	630-627-6900	0
58324	D&D COLLISION SERVICES	902 FARMINGTON AVENUE	P.O. BOX 498	POTTSTOWN	PA	19464	610-327-1654	0
58325	"ON HOLD" DO NOT USE	CHICAGO REGIONAL PENSION OFFIC	300 PARK BLVD,.SUITE 280	ITASCA	IL	60143	630-773-0664	0
58326	D.W. JONES TRUCKING, INC.	33 E. ACKER		ST. PAUL	MN	55117		0
58327	 "ON HOLD" DO NOT USE   	8601 W. BRYN MAWR AVE.		CHICAGO	IL	60631-3501	773-714-9330	0
58328	"ON HOLD" DO NOT USE 	DEPT. NO. 130	P.O. BOX 21228	TULSA	OK	74121-1228		0
58329	"ON HOLD" DO NOT USE			CHICAGO,	IL	60609	773 523-7017	0
58330	"ON HOLD" DO NOT USE							0
58331	"ON HOLD" DO NOT USE 	PENSION ACCOUNTING 17-3937	400 ROBERT STREET NORTH	ST. PAUL	MN	55101-2098		0
58332	"ON HOLD" DO NOT USE	2615 WILDWOOD		ENID	OK	73703		0
58350	"ON HOLD" DO NOT USE	PO BOX 15610		WILMINGTON	DE	19886-5610	800 225-9547	0
58351	"ON HOLD" DO NOT USE	P.O. BOX 4575		CAROL STREAM	IL	60197-4575	877-959-7443	0
58370	"ON HOLD" DO NOT USE	COMMISSION	MOHEGAN SUN BLVD-PO BOX 908	UNCASVILLE	CT	06382-0908	860-204-7378	0
58400	MOUNTAIN VALLEY FISH & OYSTER	25 NORTH WILLERUP AV		MONTROSE	CO	81401	970-249-8335	396
58425	"ON HOLD" DO NOT USE		P.O. BOX 7777-W6150	PHILADELPHIA,	PA	19175-7777		0
58450	 "ON HOLD" DO NOT USE   	1880 OAK AVENUE	SUITE 250	EVANSTON	IL	60201-5937		0
58451	"ON HOLD" DO NOT USE 			ABSECON,	NJ	8201	609 652-0600	0
58452	"ON HOLD" DO NOT USE	1113 S. MILWAUKEE AVENUE	STE 203	LIBERTYVILLE	IL	80048		0
58453	MOTION INDUSTRIES,INC.	PO BOX 98412		CHICAGO	IL	60693	312-8503700	0
58454	"ON HOLD" DO NOT USE	125 W. CENTRAL ROAD		SCHAUMBURG	IL	60195-1945	847-202-8400	0
58455	MULTIVAC,INC.	DEPT. CH 17573		PALATINE	IL	60055-7573	816 891-0555	116.28
58456	MULTIPLE SCLEROSIS SOCIETY	910 W. VAN BUREN AVE.		CHICAGO	IL	60607		0
58457	"ON HOLD" DO NOT USE	819 N. MILWAUKEE AVE.		CHICAGO	IL	60622	312-432-9590	0
58485	 "ON HOLD" DO NOT USE   	P.O. BOX 96258	 	CHICAGO	IL	60693-6258		0
58500	"ON HOLD" DO NOT USE 	 	600 WEST TAYLOR ST.	CHICAGO,	IL	60607	312 427-8900	0
58501	"ON HOLD" DO NOT USE	P.O. BOX 4225	DEPT. P	CAROL STREAM	IL	60197-4225		0
58549	"ON HOLD" DO NOT USE	P.O. BOX 3203		BOSTON	MA	02241-3203		0
58550	"ON HOLD" DO NOT USE	P.O.BOX 90306		NASHVILLE	TN	37209	615-350-6070	0
58554	"ON HOLD" DO NOT USE	7030 N. AUSTIN AVE		NILES	IL	60714-4666	847-647-7550	0
58555	NIPPON EXPRESS USA,INC.	95 N. DIVISION	ATTN.:ACCTS. REC.	BENSENVILLE	IL	60106	630-694-9710	28619.75
58556	"ON HOLD" DO NOT USE	1400 OLD COUNTRY ROAD		WESTBURY	NY	11590	516-338-8500	0
58557	"ON HOLD" DO NOT USE	NIPPON EXPRESS USA INC.	421 VALLEY DRIVE	BRISBANE	CA	94005	415-467-0100	0
58600	"ON HOLD" DO NOT USE	350 SOUTH WASHINGTON ST	SUITE 200	FALLS CHURCH	VA	22046	703-532-0520	0
58601	"ON HOLD" DO  NOT USE	FIRST USA FINANCIAL SERVICES	P.O. BOX 78970	PHOENIX	AZ	85062-8970	888 810-9570	0
58602	"ON HOLD" DO NOT USE	1650 SHAWSHEEN ST		TEWKBURY	MA	01876	978-851-4747	0
58603	"ON HOLD" DO NOT USE	NORTHERN LIBERTIES	211 BROWN STREET	PHILADELPHIA	PA	19123	215-627-8854	0
58645	"ON HOLD" DO NOT USE	MEAT PURVEYORS	1920 ASSOC. DR,SUITE 400	RESTON,	VA	22091	703 758-1900	0
58646	"ON HOLD" DO NOT USE	U.S. DEPT. OF AGRICULTURE	NATIONALFINANCE CENTER-DAIRY	CHICAGO	IL	60673-0793	630-790-6926	0
58647	"ON HOLD" DO NOT USE	ASSOCIATION	PO BOX 3469	ENGLEWOOD	CO	80155-3469	800-368-3138	0
58649	NATIONWIDE ACCEPTANCE CORP.	3435 N. CICERO AVE.		CHICAGO	IL	60641	773-777-7600	0
58650	"ON HOLD" DO NOT USE	P.O. BOX 96621		WASHINGTON	DC	20090-6621		0
58651	"ON HOLD" DO NOT USE	PROFESSIONAL DEBT COLLECTORS	29125 SOLON ROAD	SOLON 	OH	44139		0
58700	UFCW NATIONAL PENSION FUND	PO BOX 6000	EMPLOYER CONTRIBUTIONS	FRANKFORT	IL	60423-6000	973 642-4375	27430.38
58723	"ON HOLD" DO NOT USE	FED ID NO. 36-2655269	DEPT. 77-3109	CHICAGO,	IL	60678-3109		0
58725	ALLIED WASTE SERVICES 	PO BOX 9001154		LOUISVILLE	KY	40290-1154	773 579-3600	3651.43
58726	"ON HOLD" DO NOT USE	PO BOX 31460		TAMPA	FL	33631-3460	800-879-6041	0
58727	"ON HOLD" DO NOT USE	P.O. BOX 160158		ALTAMONTE SPRIN	FL	32716-0158	407-834-8181	0
58730	"ON HOLD" DO NOT USE	875 N. MICHIGAN AVE.	SUITE 2300	CHICAGO,	IL	60611	312 280-5600	0
58731	"ON HOLD" DO NOT USE	1350 BLAIR DRIVE	SUITE H	ODENTON	MD	21113-1337	410-674-1400	0
58740	NEAR WEST AUTO PARTS	1901 W. GRAND AVE.		CHICAGO,	IL	60622	312 226-7899	0
58741	"ON HOLD" DO NOT USE	13451 McGREGOR BLVD. #34		FT. MYERS	FL	33919	941-433-4477	0
58742	"ON HOLD" DO NOT USE	PO BOX 17305		BALTIMORE,	MD	21297-0525		0
58745	"ON HOLD" DO NOT USE							0
58746	"ON HOLD" DO NOT USE							0
58752	"ON HOLD" DO NOT USE	BOX 300		STURBRIDGE,	MA	1566		0
58753	"ON HOLD" DO NOT USE	NW 7091	P.O. BOX 1450	MINNEAPOLIS	MN	55485		0
58754	"ON HOLD" DO NOT USE	1100 TERMINAL WAY	PO BOX 7178	RENO,	NV	89510	702 323-5172	0
58755	"ON HOLD" DO NOT USE							0
58756	"ON HOLD" DO NOT USE	AUDIT BILLING SECTION	P.O. BOX 275	TRENTON	NJ	08695-0275	609-292-8494	0
58757	"ON HOLD" DO NOT USE						609 633-6400	0
58758	NEW YORK LIFE	BOX 500		MINNEAPOLIS	MN	55440-0500	800-6951272	218.34
58759	"ON HOLD" DO NOT USE	SHOW-SUITE 200	45365 VINTAGE PARK PLAZA	STERLING	VA	20166	703-318-0300	0
58760	"ON HOLD" DO NOT USE	P.O. BOX 4880		TRENTON	NJ	08650	800-559-3772	0
58761	"ON HOLD" DO NOT USE	47 W DIVISION #131		CHICAGO,	IL	60610	773 529-6377	0
58762	"ON HOLD" DO NOT USE 	P.O. BOX 64177		ST. PAUL	MN	55164-0177		0
58763	SPRINT	P.O. BOX 4181		CAROL STREAM	IL	60197-4181	800 639-6111	0
58764	"ON HOLD" DO NOT USE	REVENUE PROCESSING CENTER	P.O. BOX 008	TRENTON	NJ	08646-0008		0
58897	"ON HOLD" DO NOT USE	1101 WEST 48TH. AVE.		DENVER	CO	80221		0
58898	"ON HOLD" DO NOT USE	P.O. BOX 1796		LOGAN	WV	25601-1796		0
58899	NORTH AMERICAN MEAT PROCESSORS	1910 ASSOCIATION DRIVE	 	RESTON,	VA	20191-1547	703 758-1900	0
58900	NORTH AMERICAN PAPER	2101 CLAIRE CT.		GLENVIEW	IL	60025	847-832-4000	0
58948	NRA REGISTRATION HEADQUATERS	P.O. BOX 624		BROOKFIELD	IL	60513-0824		0
58949	"ON HOLD" DO NOT USE	3939 WINNETKA		ROLLING MEADOWS	IL	60008	847-398-2700	0
58950	 "ON HOLD" DO NOT USE 						414 271-1444	0
58951	"ON HOLD" DO NOT USE	P.O. BOX 2883		JACKSONVILLE	FL	32203-2883	904-353-5936	0
58952	"ON HOLD" DO NOT USE 	9710 CAPITOL DRIVE		WHEELING	IL	60090	847-215-7300	0
58953	"ON HOLD" DO NOT USE	908 GARNET COURT		NEW LENOX,	IL	60451	815 722-2800	0
59038	"ON HOLD" DO NOT USE	BOX 415		MILWAUKEE	WI	53259-0415	608-785-2460	0
59039	"ON HOLD" DO NOT USE	P.O. BOX 10		ALANSON	MI	49706	616-529-6119	0
59040	O'BRIEN&NYE CARTAGE CO.	29855 SOLON RD.		SOLON 	OH	44139	440-349-1717	0
59041	"ON HOLD" DO NOT USE	p.o.box 79755		BALTIMORE	MD	21279-0755	800-333-7400	0
59042	"ON HOLD" DO NOT USE	4701 W. FULLERTON		CHICAGO	IL	60639	773-772-2500	0
59043	OLD SOUTH DISTRIBUTING CO.	P.O. BOX 641333		KENNER	LA	70064-1333	504-464-9542	0
59044	OLD BALDY CLUB	ATTN.:JOY	P.O. BOX 707	SARATOGA	WY	82331		0
59065	O'BRIEN'S PEST CONTROL INC.	134 WEST CHURCH ST.		ABSECON   ,	NJ	8201	609 407-1365	0
59066	"ON HOLD" DO NOT USE	P.O BOX 774		OCEAN CITY	NJ	08226		0
59067	"ON HOLD" DO NOT USE	FISCAL UNIT-P.O. BOX 2011	213 WASHINGTON ST.	TOMS RIVER	NJ	087542011	609-588-2371	0
59068	"ON HOLD" DO NOT USE	CARDIFF PLAZA-SUITE C1        	6701 BLACK HORSE PIKE	EGG HARBOR	NJ	08234		0
59069	"ON HOLD" DO NOT USE	 	P.O. BOX 9020	DES MOINES	IA	50368-9020	800-767-0048	0
59070	OSS SERVICES, LLC.	P.O. BOX 6500 	DEPT. 1010	CHICAGO	IL	60680	630-521-0084	25902.48
59071	 "ON HOLD" DO NOT USE   	PO BOX 706		POMONA,	NJ	8240	609 484-8686	0
59072	"ON HOLD" DO NOT USE							0
59073	"ON HOLD" DO NOT USE	DEPARTMENT 72435		CHICAGO	IL	60678-2435		0
59074	 "ON HOLD" DO NOT USE   	641 N. ASHLAND AVE		CHICAGO	IL	60622	312-243-0776	0
59075	"ON HOLD" DO NOT USE	3600 6TH AVE SOUTH	PO BOX 1833	BIRMINGHAM,	AL	35201	800 828-5449	0
59076	"ON HOLD" DO NOT USE	1215 SOUTH COMMERCE STREET		LAS VEGAS	NV	89102	702-384-1775	0
59121	"ON HOLD" DO NOT USE	OUTWEST MEAT CO.	3111 S. VALLEY VIEW BLVD.	LAS VEGAS	NV	89109	702-876-9000	0
59122	"ON HOLD" DO NOT USE	2900 SKOKIE VALLEY ROAD		HIGHLAND PARK	IL	60035		0
59123	SOUTHWEST EXPRESS TRANSPORTATI	6021 W. Sherman Street		PHOENIX	AZ	85043-3514	800 536-0870	0
59124	 "ON HOLD" DO NOT USE 	1182 JOHNSTON RD.		HARBOR SPRINGS	MI	49740	231-526-5109	0
59125	PIAZZA PRODUCE/IND. FRUIT CO	PO BOX 68931		INDIANAPOLIS	IN	46268-0931	317-872-0101	0
59126	"ON HOLD" DO NOT USE	P.O.BOX 157	31 HARRISON ST.	BRASELTON	GA	30517	706-654-2266	0
59127	"ON HOLD" DO NOT USE							0
59128	PACIFIC SEAFOOD GROUP	PO BOX 3326	C/O NORTHWEST FARM CREDIT	SPOKANE	WA	99220	503-657-1101	300
59129	"ON HOLD" DO NOT USE	8501 FRONTAGE ROAD		MORTON GROVE	IL	60053-3151	847-966-3100	0
59130	"ON HOLD" DO NOT USE	SUITE 330-505 8840 210TH ST	8840 210TH. ST.	LANGLEY	BC		800-663-8355	0
59131	"ON HOLD" DO NOT USE 	635 E. NORTH AVE.		GLENDALE HEIGHT	IL	60139	630-790-3322	0
59150	"ON HOLD" DO NOT USE	THE FOOD INDUSTRY'S CLEARING H	7504 W. GRAND AVE	ELMWOOD PARK,	IL	60707	312 452-7501	0
59154	"ON HOLD" DO NOT USE	MARKETING DEPT.	1 SEXTON DR.	GLENDALE HGTS.	IL	60139-1965		0
59155	"ON HOLD" DO NOT USE	5 GRANDVIEW		HARRISON,	AR	72601		0
59156	"ON HOLD" DO NOT USE	700 REDWOOD		GLENCOE	IL	60022	312-744-7275	0
59170	"ON HOLD" DO NOT USE	14402 HOUGHTON		LIVONIA	MI	48154		0
59206	"ON HOLD" DO NOT USE	5215 OLD ORCHARD RD.		SKOKIE	IL	60077	847-966-0111	0
59208	"ON HOLD" DO NOT USE	101 DANIELS WAY		BLOOMONGTON	IN	47404-9256	812-330-1400	0
59210	PAL GRAPHICS INC.	1127 S. MANNHEIM ROAD	SUITE 102	WESTCHESTER	IL	60154	708 344-8500	0
59211	"ON HOLD' DO NOT USE	4200 N. RIVER RD.		SCHILLER PARK	IL	60176	847-671-1100	0
59215	PALM ELECTRIC MOTOR,INC.	2918-26 W. GRAND AVE		CHICAGO,	IL	60622	773 276-8686	0
59216	"ON HOLD" DO NOT USE	P.O. BOX 335		ADDISON	IL	60101	630-628-6500	0
59219	"ON HOLD" DO NOT USE	3655 LAS VEGAS BLVD. SOUTH		LAS VEGAS	NV	89109	702-946-7000	0
59220	"ON HOLD" DO NOT USE	275 ARLINGTON AVENUE		ELMHURST,	IL	60126	630 832-8484	0
59221	"ON HOLD" DO NOT USE	29898 GIGI RD.		EVERGREEN	CO	80439		0
59225	"ON HOLD" DO NOT USE							0
59226	"ON HOLD" DO NOT USE							0
59250	"ON HOLD" DO NOT USE	P.O. BOX 78970		PHOENIX	AZ	85062-8970		0
59270	PACKAGING EQUIPMENT & MATERIAL	P.O. BOX 77-6502		CHICAGO	IL	60678-6502	847-821-2117	0
59271	"ON HOLD" DO NOT USE	P.O. BOX 410		SARANAC LAKE	NY	12983-0410		0
59272	PACKAGING DESIGN	101 SHORE DRIVE		BURR RIDGE	IL	60527	630-323-1354	0
59274	"ON HOLD" DO NOT USE							0
59275	 "ON HOLD" DO NOT USE   	 1622 TILTON ROAD	% NETWORK COMMERICAL REAL	NORTHFIELD	NJ	8225		0
59280	"ON HOLD" DO NOT USE	PO BOX 901978		CLEVELAND	OH	44190-1978	216 696-7000	0
59281	"ON HOLD" DO NOT USE	1669 OLD SKOKIE ROAD		HIGHLAND PARK	IL	60035		0
59300	PEOPLES GAS & LIGHT CO.	130 E. RANDOLPH DR.	ATN: CUSTOMER RECEIPTS - 17TH 	CHICAGO,	IL	60601	866-556-6001	14856.91
59323	"ON HOLD" DO NOT USE	P.O. BOX 1183		COVINA	CA	91722		0
59324	"ON HOLD" DO NOT USE	1442 PHOENIXVILLE PIKE		WEST CHESTER	PA	19380	610-296-5800	0
59325	"ON HOLD" DO NOT USE	300 12TH. STREET	P.O. BOX 327	HAMMONTON	NJ	08037	609-561-3700	0
59328	"ON HOLD" DO NOT USE	5679 MONROE STREET	APT. 106	SYLVANIA	OH	43560		0
59329	"ON HOLD" DO NOT USE	PETER GARCIA						0
59330	"ON HOLD" DO NOT USE		.					0
59335	"ON HOLD" DO NOT USE							0
59336	"ON HOLD" DO NOT USE	340 W. BUTTERFIELD ROAD	SUITE 3B	ELMHURST	IL	60126	630-516-8400	0
59447	"ON HOLD" DO NOT USE			CAROL STREAM,	IL	60197-6168	800 451-2513	0
59598	"ON HOLD" DO NOT USE	637 W. WHITE HORSE PIKE		EGG HARBOR CITY	NJ	08215	609-965-5084	0
59599	"ON HOLD" DO NOT USE	71 EAST MAIN STREET		PENNSGROVE	NJ	08069	856-299-2200	0
59600	PITNEY BOWES INC.	PO BOX 856390		LOUISVILLE,	KY	40285-6390	312 329-1313	2715.12
59601	PITNEY BOWES RESERVE ACCOUNT	P.O. BOX 856056		LOUISVILLE	KY	40285-6056		1000
59699	"ON HOLD" DO NOT USE							0
59700	"ON HOLD" DO NOT USE							0
59701	"ON HOLD" DO NOT USE							0
59702	"ON HOLD" DO NOT USE	700 S. PAULINA ST.	APT. 1027	CHICAGO	IL	60612		0
59703	"ON HOLD" DO NOT USE							0
59704	"ON HOLD" DO NOT USE							0
59705	"ON HOLD" DO NOT USE	2293 MILWAUKEE AVENUE		CHICAGO	IL	60647	773-342-7600	0
59706	MAVERICK INDUSTRIES, INC.	94 MAYFIELD AVENUE		EDISON	NJ	08837	732-417-9666	0
59710	"ON HOLD" DO NOT USE	2301 NORTH CLARK		CHICAGO	IL	60614		0
59750	DAN POLLACK	700 REDWOOD LANE		GLENCOE	IL	60022		0
59755	"ON HOLD" DO NOT USE							0
59757	"ON HOLD" DO NOT USE							0
59799	"ON HOLD" DO NOT USE	LIMITED PARTNERSHIP						0
59800	SCA THERMOSAFE	**BAR CODING ONLY**	DEPT. 3160	CHICAGO	IL	60674	847 398-0110	0
59801	POLYMERS-MERONA, INC.	1000 WOODBURY ROAD		WOODBURY	NY	11797		0
59850	US POSTMASTER						312 886-5073	0
59879	"ON HOLD" DO NOT USE	32 SADDLE CLUB DR		MIDLAND	TX	79705		0
59880	"ON HOLD" DO NOT USE	PREFERRED COFFEE SERVICE	P.O. BOX 8147	MELROSE PARK,	IL	60161	708 681-5266	0
59881	"ON HOLD" DO NOT USE	125 EAST COMMERCE DRIVE		SCHAUMBURG	IL	60173	847-882-7664	0
59882	 "ON HOLD" DO NOT USE   	ATTN.:JANE GLENN	P.O. BOX 171113	MEMPHIS	TN	38187-1113	901-766-4507	0
59883	"ON HOLD" DO NOT USE	59 OAKSHIRE WAY		PITTSFORD	NY	14534		0
59884	"ON HOLD" DO NOT USE							0
59885	"ON HOLD" DO NOT USE	PO BOX 11022		DESMOINES,	IA	50336-1022		0
59886	"ON HOLD" DO NOT USE 	P.O. BOX 8147		MELROSE PARK	IL	60161-8147	708-562-1000	0
59890	"ON HOLD" DO NOT USE	167 CROMWELL AVE #10		STATEN ISLAND	NY	10304		0
59920	"ON HOLD" DO NOT USE	20 WILLIAM STREET	SUITE G20	WELLESLEY	MA	02481		0
59923	"ON HOLD" DO NOT USE	P.O. BOX 1238	6400 CHESTNUT STE#5	MORTON GROVE	IL	60053	800-890-6068	0
59925	 "ON HOLD" DO NOT USE   	1618 SURVEYOR BLVD.	                              	CARROLLTON	TX	75006-5104	972 991-7991	0
59926	 "ON HOLD" DO NOT USE   	OF S. JERSEY						0
59927	"ON HOLD" DO NOT USE	370 TECHNOLOGY DRIVE	P.O. BOX 3019	MALVERN	PA	19355		0
59928	"ON HOLD" DO NOT USE	1900 W. 34TH. ST.		CHICAGO	IL	60608	773-847-4505	0
59929	 "ON HOLD" DO NOT USE   	820 N. ORLEANS	STE. 300	CHICAGO	IL	60610	312-649-3600	0
